pk,token_indices,weights
9227,"[60, 45, 18, 5, 884, 56, 3, 76, 179, 14, 5, 8, 100, 501, 12, 5, 18, 21, 385, 6, 595, 3, 71, 613, 1230, 66, 473, 10, 122]","[2.6032968, 2.3437033, 3.8280437, 3.684143, 5.256192, 2.5589216, 2.0741847, 2.9091341, 3.7174158, 1.6516291, 3.684143, 1.2845422, 3.2126062, 4.7004805, 1.4113835, 3.684143, 3.8280437, 1.8061006, 4.568247, 1.1933746, 5.034352, 2.0741847, 2.8468866, 5.034352, 5.54257, 2.7519443, 4.7004805, 1.3726887, 3.3410935]"
9228,"[5, 772, 12, 5, 9, 215, 220, 13, 611, 301, 10, 122, 194, 498, 66, 473, 2598, 23, 12, 9, 189, 163, 32, 3, 31, 1756, 2073, 4, 5, 1310, 116, 6, 2070, 18, 140, 1700, 297, 594]","[3.684143, 5.256192, 2.822767, 3.684143, 2.7686634, 3.8854222, 3.8854222, 1.5005196, 5.034352, 4.2536764, 1.3726887, 3.3410935, 3.8854222, 4.7004805, 2.7519443, 4.7004805, 5.9467287, 1.7681279, 2.822767, 2.7686634, 3.7174158, 3.7174158, 2.1122313, 1.0370923, 2.1291559, 5.9467287, 5.9467287, 1.0145292, 3.684143, 5.9467287, 3.3761961, 1.1933746, 5.9467287, 1.9140218, 3.5746412, 5.9467287, 4.2536764, 5.034352]"
9229,"[5, 51, 21, 33, 2, 458, 2321, 12, 2, 686, 10, 6, 192, 8, 178, 53, 65, 2, 75, 351, 7, 13, 400, 888, 98, 8, 109, 1867, 2120, 24, 347, 766]","[1.2280477, 2.4897258, 1.8061006, 2.3002293, 2.7406416, 4.7004805, 5.9467287, 1.4113835, 2.7406416, 5.034352, 1.3726887, 1.1933746, 3.8260806, 2.5690844, 3.7174158, 2.57346, 2.7701347, 2.7406416, 2.9091341, 4.45176, 1.2920218, 1.5005196, 4.568247, 5.256192, 3.1830916, 2.5690844, 3.2430964, 5.9467287, 5.9467287, 1.8580694, 4.45176, 5.256192]"
9230,"[11, 8, 13, 755, 1094, 3, 512, 165, 2, 1224, 5, 60, 9, 3, 1261, 44, 48, 13, 69, 4, 25, 332, 165, 66, 297]","[1.4113835, 1.2845422, 3.0010393, 5.256192, 5.54257, 2.0741847, 4.8533316, 7.5404067, 0.9135472, 5.54257, 1.2280477, 2.6032968, 1.3843317, 2.0741847, 5.54257, 2.366332, 2.4381692, 3.0010393, 2.8076801, 1.0145292, 2.0956643, 4.347694, 7.5404067, 2.7519443, 4.2536764]"
9231,"[23, 11, 224, 433, 87, 12, 269, 14, 5, 8, 38, 2249, 905]","[1.7681279, 1.4113835, 3.8854222, 4.568247, 3.0736938, 1.4113835, 4.0892034, 1.6516291, 1.2280477, 1.2845422, 2.2007272, 5.9467287, 5.256192]"
9232,"[5, 18, 33, 151, 6, 238, 4, 6, 186, 3, 626, 44, 48, 23, 419, 7, 57, 5, 60, 9, 27, 596, 69, 156, 2427, 279, 10, 434, 868, 4, 98, 5, 8, 1087, 450, 3, 880]","[3.684143, 1.9140218, 2.3002293, 3.7174158, 2.3867493, 3.9486763, 2.0290585, 2.3867493, 3.7174158, 2.0741847, 5.034352, 2.366332, 2.4381692, 1.7681279, 4.568247, 1.2920218, 2.666253, 3.684143, 2.6032968, 1.3843317, 1.9745326, 5.034352, 2.8076801, 3.6198866, 5.9467287, 4.1679564, 1.3726887, 4.568247, 5.256192, 2.0290585, 3.1830916, 3.684143, 1.2845422, 5.54257, 4.7004805, 2.0741847, 5.256192]"
9233,"[34, 5, 115, 3, 1263, 63, 7, 57, 45, 12, 8, 2, 75, 63, 12, 18, 741, 643, 32, 4, 34, 5, 310, 809, 3, 76, 56, 5, 115, 16, 12, 1987, 27, 2, 329, 126, 3, 31, 276, 486, 4, 18, 204, 58, 467]","[4.3828416, 3.684143, 6.7523923, 3.111277, 5.54257, 5.5038886, 1.2920218, 2.666253, 2.3437033, 4.2341504, 1.2845422, 1.8270944, 2.9091341, 5.5038886, 4.2341504, 3.8280437, 5.256192, 5.034352, 2.1122313, 2.0290585, 4.3828416, 3.684143, 4.2536764, 5.256192, 3.111277, 2.9091341, 2.5589216, 3.684143, 6.7523923, 1.7576411, 4.2341504, 5.9467287, 1.9745326, 1.8270944, 4.347694, 3.41267, 3.111277, 2.1291559, 4.1679564, 4.7004805, 2.0290585, 3.8280437, 3.8854222, 2.588249, 4.8533316]"
9234,"[41, 128, 118, 12, 342, 31, 271, 10, 122, 15, 67, 3, 44, 38, 270, 287, 592, 3, 76, 11]","[2.310884, 3.41267, 3.3410935, 1.4113835, 4.45176, 2.1291559, 4.0892034, 1.3726887, 3.3410935, 1.6383634, 2.8270671, 2.0741847, 2.366332, 2.2007272, 4.1679564, 4.2536764, 5.034352, 2.0741847, 2.9091341, 1.4113835]"
9235,"[2, 75, 274, 5, 115, 3, 76, 8, 74, 2, 415, 405, 7, 6, 133, 32, 7, 2, 122, 23, 5, 9, 154, 239, 41, 415, 405, 4, 30, 21, 1131, 56, 11, 114, 91, 11, 163, 32, 3, 31, 113, 266, 3, 204, 11, 99, 38, 140, 4, 310, 190, 10, 13, 2176, 55, 5, 2516, 1617, 44, 660, 16, 27, 2, 374, 5, 30, 1158, 5, 2489, 2, 447, 674, 647, 266, 123, 2, 415, 2584, 4, 548, 29, 2, 2532, 301, 5, 220, 12, 2, 415, 405, 7, 6, 133, 195, 100, 22, 353, 31, 2, 281, 1028]","[8.221925, 2.9091341, 4.2536764, 7.368286, 3.3761961, 3.111277, 2.9091341, 1.2845422, 2.9308836, 8.221925, 20.137407, 14.559995, 3.8760653, 2.3867493, 6.980349, 4.2244625, 3.8760653, 8.221925, 3.3410935, 1.7681279, 7.368286, 1.3843317, 3.7174158, 4.016383, 2.310884, 20.137407, 14.559995, 3.0435877, 4.2583117, 1.8061006, 5.54257, 2.5589216, 4.2341504, 3.2746258, 3.099842, 4.2341504, 3.7174158, 4.2244625, 3.111277, 4.2583117, 3.3072655, 8.507353, 3.111277, 3.8854222, 4.2341504, 3.2430964, 2.2007272, 3.5746412, 3.0435877, 4.2536764, 3.7702034, 1.3726887, 1.5005196, 5.9467287, 2.6032968, 7.368286, 5.9467287, 5.9467287, 2.366332, 5.034352, 1.7576411, 1.9745326, 8.221925, 4.45176, 7.368286, 4.2583117, 5.54257, 7.368286, 5.9467287, 8.221925, 4.7004805, 5.034352, 5.034352, 8.507353, 3.3410935, 8.221925, 20.137407, 5.9467287, 3.0435877, 4.8533316, 2.103904, 8.221925, 5.9467287, 4.2536764, 7.368286, 3.8854222, 1.4113835, 8.221925, 20.137407, 14.559995, 3.8760653, 2.3867493, 6.980349, 3.7702034, 3.2126062, 1.8461946, 4.45176, 4.2583117, 8.221925, 4.1679564, 5.54257]"
9236,"[38, 45, 5, 255, 3, 74, 2, 732, 405, 7, 6, 133, 32, 7, 2, 122, 75, 341, 392, 6, 86, 3, 2, 141]","[2.2007272, 2.3437033, 1.2280477, 4.0892034, 2.0741847, 2.9308836, 2.7406416, 5.256192, 4.8533316, 2.5840435, 2.3867493, 3.4901745, 2.1122313, 2.5840435, 2.7406416, 3.3410935, 2.9091341, 4.347694, 4.568247, 2.3867493, 3.0482748, 2.0741847, 2.7406416, 3.7702034]"
9237,"[41, 5, 809, 111, 569, 4, 314, 103, 2541, 4, 103, 719, 2, 2533, 7, 6, 133, 1189, 564, 140, 10, 2, 674, 7, 2, 86]","[2.310884, 1.2280477, 5.256192, 3.2746258, 4.8533316, 2.0290585, 4.2536764, 6.4861927, 5.9467287, 2.0290585, 6.4861927, 5.256192, 2.7406416, 5.9467287, 2.5840435, 1.1933746, 3.4901745, 5.54257, 4.8533316, 3.5746412, 1.3726887, 2.7406416, 5.034352, 2.5840435, 2.7406416, 3.0482748]"
9238,"[23, 55, 5, 9, 22, 285, 149, 6, 86, 32, 7, 2, 122, 4, 50, 2, 485, 505, 11, 793, 3, 19, 12, 34, 5, 119, 44, 376, 11, 18, 31, 13, 1089, 34, 6, 86, 54, 21, 828, 38, 5, 224, 920, 3, 438, 26, 625, 44, 267, 2, 202, 59]","[1.7681279, 2.6032968, 3.684143, 1.3843317, 1.8461946, 4.2536764, 3.6198866, 2.3867493, 6.0965495, 2.1122313, 1.2920218, 2.7406416, 3.3410935, 1.0145292, 2.425759, 2.7406416, 4.7004805, 4.7004805, 2.822767, 5.256192, 2.0741847, 1.8461946, 1.4113835, 4.3828416, 3.684143, 3.4506223, 4.732664, 4.45176, 2.822767, 1.9140218, 2.1291559, 1.5005196, 5.54257, 4.3828416, 2.3867493, 6.0965495, 2.6186116, 1.8061006, 5.256192, 2.2007272, 3.684143, 3.8854222, 5.256192, 2.0741847, 4.568247, 1.9403142, 5.034352, 4.732664, 4.0892034, 2.7406416, 3.8260806, 2.6500802]"
9239,"[4, 5, 30, 21, 823, 44, 32, 42, 22, 71, 1056, 159, 3, 275, 10, 122, 65, 1968, 2441]","[1.0145292, 1.2280477, 2.1291559, 1.8061006, 5.256192, 2.366332, 2.1122313, 2.310884, 1.8461946, 2.8468866, 5.54257, 3.7702034, 1.0370923, 4.2536764, 1.3726887, 3.3410935, 2.7701347, 5.9467287, 5.9467287]"
9240,"[11, 172, 68, 14, 85, 312, 3, 74, 46, 3, 90, 5, 9, 36, 430, 23, 55, 5, 166, 35, 1609, 4, 8, 177, 53, 720, 6, 156, 14, 25, 1523, 123, 199, 73, 49, 557, 65, 89, 34, 12, 8, 176, 5, 30, 153, 7, 62, 59, 7, 906, 404, 4, 406, 3, 41, 2503]","[1.4113835, 3.7702034, 2.7887082, 3.3032582, 3.0482748, 4.2536764, 3.111277, 2.9308836, 2.3778827, 3.111277, 3.0736938, 3.684143, 1.3843317, 2.2589502, 4.568247, 1.7681279, 2.6032968, 3.684143, 3.7174158, 2.1822214, 5.9467287, 2.0290585, 2.5690844, 3.7702034, 2.57346, 5.256192, 1.1933746, 3.6198866, 3.3032582, 2.0956643, 5.9467287, 3.3410935, 3.7702034, 2.9091341, 2.4507656, 4.8533316, 2.7701347, 3.0736938, 2.1914208, 1.4113835, 2.5690844, 3.7174158, 3.684143, 2.1291559, 3.7174158, 2.5840435, 2.6995292, 2.6500802, 2.5840435, 5.256192, 4.568247, 2.0290585, 4.568247, 3.111277, 2.310884, 5.9467287]"
9241,"[5, 319, 44, 177, 53, 12, 11, 8, 21, 176, 24, 19, 3, 275, 10, 122, 4, 12, 2, 281, 613, 274, 3, 76, 18, 31, 3, 74, 486, 7, 11, 10, 587, 59, 5, 30, 22, 587, 1034]","[2.4560955, 4.45176, 2.366332, 3.7702034, 2.57346, 2.822767, 2.822767, 1.2845422, 1.8061006, 3.7174158, 1.8580694, 1.8461946, 3.111277, 4.2536764, 2.7453773, 3.3410935, 1.0145292, 2.822767, 0.9135472, 4.1679564, 5.034352, 4.2536764, 3.111277, 2.9091341, 1.9140218, 2.1291559, 3.111277, 2.9308836, 4.7004805, 1.2920218, 2.822767, 2.7453773, 10.512384, 2.6500802, 2.4560955, 2.1291559, 1.8461946, 10.512384, 5.54257]"
9242,"[22, 2, 202, 61, 110, 5, 51, 21, 488, 3, 1044, 44, 12, 439, 573, 8, 85, 159, 65, 1676, 3, 2361, 1230]","[1.8461946, 0.9135472, 3.8260806, 2.6995292, 3.2430964, 1.2280477, 2.4897258, 1.8061006, 4.7004805, 2.0741847, 5.54257, 2.366332, 1.4113835, 4.568247, 4.8533316, 1.2845422, 3.0482748, 3.7702034, 2.7701347, 5.9467287, 2.0741847, 5.9467287, 5.54257]"
9243,"[22, 213, 91, 41, 5, 18, 1212, 6, 170, 3, 2, 161, 4, 142, 32, 14, 338, 14, 5, 30, 23, 449, 49, 2, 73, 141, 7, 2, 801, 515, 8, 2264, 10, 155, 1171, 4, 2, 590, 9, 69, 683, 79, 2496, 3, 1865, 19]","[1.8461946, 3.8854222, 3.099842, 2.310884, 2.4560955, 1.9140218, 5.54257, 1.1933746, 3.6674004, 2.0741847, 3.6541889, 3.8260806, 2.0290585, 3.5746412, 2.1122313, 3.3032582, 4.347694, 3.3032582, 2.4560955, 2.1291559, 1.7681279, 4.7004805, 2.4507656, 3.6541889, 2.9091341, 3.7702034, 1.2920218, 3.6541889, 5.256192, 5.034352, 1.2845422, 5.9467287, 1.3726887, 3.6198866, 5.54257, 2.0290585, 3.6541889, 5.034352, 1.3843317, 2.8076801, 5.034352, 2.9760273, 5.9467287, 2.0741847, 5.9467287, 1.8461946]"
9244,"[327, 407, 146, 5, 67, 3, 44, 55, 2, 575, 455, 84, 327, 407, 4, 597, 72, 13, 1171, 91, 41, 4, 5, 166, 35, 537, 13, 77, 181, 1253, 814, 14, 34, 5, 194, 427, 2, 731, 1538, 3, 385, 131, 46, 3, 52, 1051, 4, 1904, 299]","[8.90352, 9.400961, 3.5314627, 3.684143, 2.8270671, 3.111277, 2.366332, 2.6032968, 1.8270944, 4.8533316, 4.7004805, 3.0482748, 8.90352, 9.400961, 3.0435877, 5.034352, 2.9531727, 3.0010393, 5.54257, 3.099842, 2.310884, 3.0435877, 3.684143, 3.7174158, 2.1822214, 4.8533316, 3.0010393, 3.023547, 3.7174158, 5.54257, 5.256192, 1.6516291, 2.1914208, 3.684143, 3.8854222, 4.568247, 1.8270944, 5.256192, 5.9467287, 3.111277, 4.568247, 3.4506223, 2.3778827, 3.111277, 2.716655, 5.54257, 3.0435877, 5.9467287, 4.2536764]"
9245,"[23, 45, 5, 67, 3, 44, 89, 11, 1527, 464, 466, 327, 218, 1213, 33, 3, 33, 149, 783, 32, 7, 122]","[1.7681279, 2.3437033, 1.2280477, 2.8270671, 2.0741847, 2.366332, 3.0736938, 1.4113835, 5.9467287, 4.7004805, 4.8533316, 4.45176, 3.8854222, 5.54257, 4.6004586, 2.0741847, 4.6004586, 3.6198866, 5.256192, 2.1122313, 1.2920218, 3.3410935]"
9246,"[4, 66, 45, 607, 293, 33, 104, 132, 29, 124, 3, 914, 295, 219, 3, 196, 14, 100, 14, 25, 92, 48, 22, 124, 89, 327, 407, 4, 38, 5, 276, 44, 3, 2, 982, 7, 1492, 2, 668, 1986, 7, 6, 133, 32, 7, 2, 122, 27, 22, 2, 202, 61]","[2.0290585, 2.7519443, 2.3437033, 5.034352, 4.347694, 2.3002293, 3.1830916, 3.4506223, 2.103904, 7.0629253, 3.111277, 5.256192, 4.2536764, 3.8854222, 3.111277, 3.8260806, 3.3032582, 3.2126062, 3.3032582, 2.0956643, 3.2126062, 2.4381692, 3.6923892, 7.0629253, 3.0736938, 4.45176, 4.7004805, 2.0290585, 2.2007272, 1.2280477, 4.1679564, 2.366332, 3.111277, 3.6541889, 5.54257, 3.8760653, 5.9467287, 3.6541889, 5.034352, 5.9467287, 3.8760653, 1.1933746, 3.4901745, 2.1122313, 3.8760653, 3.6541889, 3.3410935, 1.9745326, 3.6923892, 3.6541889, 3.8260806, 2.6995292]"
9247,"[34, 5, 1515, 10, 853, 32, 7, 122, 10, 41, 59, 4, 367, 6, 86, 536, 14, 5, 51, 38, 5, 30, 230, 912, 2050, 11]","[2.1914208, 3.684143, 5.9467287, 2.7453773, 5.256192, 2.1122313, 1.2920218, 3.3410935, 2.7453773, 2.310884, 2.6500802, 1.0145292, 4.45176, 1.1933746, 3.0482748, 4.8533316, 1.6516291, 3.684143, 2.4897258, 2.2007272, 3.684143, 2.1291559, 3.9486763, 5.256192, 5.9467287, 1.4113835]"
9248,"[6, 46, 126, 3, 31, 111, 266, 4, 230, 178, 18, 558, 3, 11, 853, 147, 2, 499]","[1.1933746, 2.3778827, 3.41267, 2.0741847, 2.1291559, 3.2746258, 4.2536764, 1.0145292, 3.9486763, 3.7174158, 1.9140218, 4.8533316, 2.0741847, 1.4113835, 5.256192, 3.6198866, 0.9135472, 4.7004805]"
9249,"[6, 1096, 684, 8, 24, 2, 363, 358, 5, 8, 2547, 3, 136, 4, 98, 49, 152, 27, 2, 313, 18, 230, 779, 684, 34, 21, 504]","[1.1933746, 5.54257, 10.512384, 2.5690844, 1.8580694, 1.8270944, 4.568247, 4.45176, 1.2280477, 2.5690844, 5.9467287, 1.0370923, 3.4901745, 1.0145292, 3.1830916, 2.4507656, 3.6674004, 1.9745326, 1.8270944, 4.347694, 1.9140218, 3.9486763, 5.256192, 10.512384, 2.1914208, 1.8061006, 4.7004805]"
9250,"[23, 11, 8, 118, 12, 9, 3, 31, 1686]","[1.7681279, 1.4113835, 1.2845422, 3.3410935, 1.4113835, 1.3843317, 1.0370923, 2.1291559, 5.9467287]"
9251,"[55, 15, 8, 146, 1540, 373, 59, 32, 7, 2, 2581, 263, 1935, 8, 53, 7, 13, 2167, 65, 109, 312, 27, 5, 9, 3, 76, 8, 1684, 46, 4, 2182, 793, 3, 19, 116, 755, 120, 18, 31, 34, 607, 107, 3, 206, 19]","[2.6032968, 1.6383634, 3.8536267, 3.5314627, 5.9467287, 4.568247, 2.6500802, 2.1122313, 2.5840435, 0.9135472, 5.9467287, 4.0892034, 5.9467287, 3.8536267, 2.57346, 2.5840435, 1.5005196, 5.9467287, 2.7701347, 3.2430964, 4.2536764, 1.9745326, 1.2280477, 1.3843317, 3.111277, 2.9091341, 3.8536267, 5.9467287, 2.3778827, 1.0145292, 5.9467287, 5.256192, 3.111277, 3.6923892, 3.3761961, 5.256192, 3.3410935, 1.9140218, 2.1291559, 2.1914208, 5.034352, 3.2430964, 3.111277, 3.9486763, 3.6923892]"
9252,"[117, 601, 1826, 9, 6, 40, 4, 2, 414, 10, 1932, 33, 36, 53, 65, 158, 25, 18, 60, 33, 3, 626, 52, 238, 162, 2, 2326, 7, 6, 46, 1832, 19, 108, 29, 2, 122, 1263, 93, 16, 2, 1100, 4, 45, 31, 541, 4, 688, 14, 5, 985, 102, 147, 2, 150, 90, 2091, 2, 69, 156, 18, 491, 13, 316]","[3.3761961, 5.034352, 5.9467287, 1.3843317, 2.3867493, 2.2690754, 3.0435877, 5.481283, 4.7004805, 1.3726887, 5.9467287, 4.6004586, 2.2589502, 2.57346, 2.7701347, 3.6674004, 2.0956643, 3.8280437, 2.6032968, 4.6004586, 1.0370923, 5.034352, 2.716655, 3.9486763, 3.6674004, 5.481283, 5.9467287, 1.2920218, 2.3867493, 2.3778827, 5.9467287, 1.8461946, 3.2126062, 2.103904, 5.481283, 3.3410935, 5.54257, 3.1830916, 1.7576411, 5.481283, 5.54257, 3.0435877, 2.3437033, 2.1291559, 5.034352, 3.0435877, 5.034352, 1.6516291, 1.2280477, 5.54257, 3.1830916, 3.6198866, 5.481283, 3.6198866, 3.0736938, 5.9467287, 5.481283, 2.8076801, 3.6198866, 3.8280437, 4.7004805, 1.5005196, 4.347694]"
9253,"[193, 5, 134, 689, 24, 206, 110, 49, 916, 29, 2, 566, 12, 27, 2, 313, 54, 546]","[3.8854222, 1.2280477, 3.5746412, 5.034352, 1.8580694, 3.9486763, 3.2430964, 2.4507656, 5.256192, 2.103904, 1.8270944, 4.8533316, 1.4113835, 1.9745326, 1.8270944, 4.347694, 2.6186116, 4.8533316]"
9254,"[314, 27, 2, 676, 5, 8, 10, 5, 30, 21, 1499, 13, 608, 22, 41, 101]","[4.2536764, 1.9745326, 0.9135472, 5.034352, 2.4560955, 1.2845422, 1.3726887, 2.4560955, 2.1291559, 1.8061006, 5.9467287, 1.5005196, 5.034352, 1.8461946, 2.310884, 3.1830916]"
9255,"[87, 13, 77, 5, 9, 146, 280, 38, 333, 388, 12, 11, 18, 33, 36, 266, 24, 19, 3, 287, 6, 2594, 34, 5, 1683, 113, 266]","[3.0736938, 1.5005196, 3.023547, 2.4560955, 1.3843317, 3.5314627, 4.1679564, 2.2007272, 4.347694, 4.45176, 1.4113835, 1.4113835, 1.9140218, 2.3002293, 2.2589502, 8.507353, 1.8580694, 1.8461946, 1.0370923, 4.2536764, 1.1933746, 5.9467287, 2.1914208, 2.4560955, 5.9467287, 3.3072655, 8.507353]"
9256,"[2, 61, 8, 42, 980, 466, 327, 4, 5, 18, 33, 3, 136, 13, 2212, 677, 94, 105]","[0.9135472, 2.6995292, 1.2845422, 2.310884, 5.54257, 4.8533316, 4.45176, 1.0145292, 1.2280477, 1.9140218, 2.3002293, 1.0370923, 3.4901745, 1.5005196, 5.9467287, 5.034352, 3.1267605, 3.2430964]"
9257,"[45, 35, 8, 13, 1687, 22, 2, 43, 7, 2, 157]","[2.3437033, 2.1822214, 1.2845422, 1.5005196, 5.9467287, 1.8461946, 1.8270944, 2.3549404, 1.2920218, 1.8270944, 3.6198866]"
9258,"[1470, 31, 457, 29, 124, 5, 67, 3, 44, 4, 1159, 94, 72, 200, 6, 69, 156, 60, 224, 27, 2, 53, 811, 14, 25, 2386, 160]","[5.9467287, 2.1291559, 4.7004805, 2.103904, 3.5314627, 1.2280477, 2.8270671, 1.0370923, 2.366332, 1.0145292, 5.54257, 3.1267605, 2.9531727, 3.7702034, 1.1933746, 2.8076801, 3.6198866, 2.6032968, 3.8854222, 1.9745326, 0.9135472, 2.57346, 5.256192, 1.6516291, 2.0956643, 5.9467287, 3.6198866]"
9259,"[24, 13, 305, 120, 277, 300]","[1.8580694, 1.5005196, 4.2536764, 3.3410935, 4.1679564, 4.2536764]"
9260,"[976, 21, 792, 2, 43, 15, 67, 3, 44, 900, 10, 78, 1890, 646]","[5.54257, 1.8061006, 5.256192, 0.9135472, 2.3549404, 1.6383634, 2.8270671, 1.0370923, 2.366332, 5.256192, 1.3726887, 3.0482748, 5.9467287, 5.034352]"
9261,"[23, 45, 7, 221, 2, 1956, 849, 518, 99, 3, 2, 43, 14, 289, 4, 203, 11]","[1.7681279, 2.3437033, 1.2920218, 3.8854222, 1.8270944, 5.9467287, 5.256192, 4.8533316, 3.2430964, 1.0370923, 1.8270944, 2.3549404, 1.6516291, 4.1679564, 1.0145292, 3.8260806, 1.4113835]"
9262,"[15, 60, 359, 3, 244, 2, 1360, 75, 251, 7, 2143, 4, 5, 366, 96, 11, 1350, 88, 95, 44]","[1.6383634, 2.6032968, 4.45176, 1.0370923, 4.016383, 0.9135472, 5.9467287, 2.9091341, 4.0892034, 1.2920218, 5.9467287, 1.0145292, 1.2280477, 4.45176, 3.3072655, 1.4113835, 5.9467287, 3.1267605, 3.1830916, 2.366332]"
9263,"[315, 51, 15, 33, 3, 31, 2, 60, 63, 2452, 3, 124, 24, 13, 886, 90, 25, 205, 224, 648, 737, 22, 2, 458, 1623]","[4.347694, 2.4897258, 1.6383634, 2.3002293, 2.0741847, 2.1291559, 1.8270944, 2.6032968, 2.7519443, 5.9467287, 2.0741847, 3.5314627, 1.8580694, 1.5005196, 5.256192, 3.0736938, 2.0956643, 3.8260806, 3.8854222, 5.034352, 5.256192, 1.8461946, 1.8270944, 4.7004805, 5.9467287]"
9264,"[54, 27, 670, 268, 63, 7, 57, 1963, 8, 35, 21, 63, 7, 57, 96, 8, 2230, 4, 2354, 96, 18, 81, 38, 1097, 16, 1841, 7, 2442, 12, 5, 382, 74, 32, 7, 122, 34, 5, 291, 746, 22, 284, 13, 1225, 7, 370, 10, 2, 155, 26, 886, 223]","[2.6186116, 1.9745326, 5.034352, 4.0892034, 5.5038886, 6.4601088, 5.332506, 5.9467287, 2.5690844, 2.1822214, 1.8061006, 5.5038886, 6.4601088, 5.332506, 6.614531, 2.5690844, 5.9467287, 1.0145292, 5.9467287, 6.614531, 1.9140218, 2.9760273, 2.2007272, 5.54257, 1.7576411, 5.9467287, 6.4601088, 5.9467287, 1.4113835, 2.4560955, 4.45176, 2.9308836, 2.1122313, 6.4601088, 3.3410935, 2.1914208, 2.4560955, 4.1679564, 5.256192, 1.8461946, 4.2536764, 1.5005196, 5.54257, 6.4601088, 4.45176, 1.3726887, 0.9135472, 3.6198866, 1.9403142, 5.256192, 4.016383]"
9265,"[8, 11, 134, 21, 158, 3, 119, 63, 7, 2, 1430, 136, 2274, 2275, 54, 49, 1899, 2, 88, 95, 33, 3, 104, 44, 4, 51, 25, 33, 3, 529, 2, 191, 1124, 112, 12, 41, 8, 38, 737, 12, 60, 2, 88, 95, 30, 31, 1414, 3, 33, 2, 1320, 3, 2038, 11]","[2.5690844, 2.822767, 3.5746412, 1.8061006, 3.6674004, 5.1854615, 3.4506223, 2.7519443, 1.2920218, 4.567736, 5.9467287, 3.4901745, 5.9467287, 5.9467287, 2.6186116, 2.4507656, 5.9467287, 4.567736, 6.253521, 6.3661833, 6.900688, 5.1854615, 3.1830916, 2.366332, 1.0145292, 2.4897258, 2.0956643, 6.900688, 5.1854615, 4.8533316, 4.567736, 3.7702034, 5.54257, 3.2746258, 2.822767, 2.310884, 2.5690844, 2.2007272, 5.256192, 2.822767, 2.6032968, 4.567736, 6.253521, 6.3661833, 2.1291559, 2.1291559, 5.9467287, 5.1854615, 6.900688, 4.567736, 5.9467287, 5.1854615, 5.9467287, 2.822767]"
9266,"[4, 53, 138, 226, 595, 9, 80, 19, 727, 65, 152, 71, 784, 677, 5, 985, 44, 16, 27, 6, 374, 32, 7, 2, 122]","[1.0145292, 2.57346, 3.5746412, 4.016383, 5.034352, 1.3843317, 3.023547, 1.8461946, 5.256192, 2.7701347, 3.6674004, 2.8468866, 5.256192, 5.034352, 1.2280477, 5.54257, 2.366332, 1.7576411, 1.9745326, 1.1933746, 4.45176, 2.1122313, 1.2920218, 0.9135472, 3.3410935]"
9267,"[35, 8, 13, 363, 1456, 23, 11, 508, 134, 13, 363, 358]","[2.1822214, 1.2845422, 3.0010393, 9.136494, 5.9467287, 1.7681279, 1.4113835, 4.8533316, 3.5746412, 3.0010393, 9.136494, 4.45176]"
9268,"[6, 376, 8, 1581, 13, 69, 66, 2, 499, 4, 37, 46, 8, 225, 53, 2291, 65, 5, 9, 101, 98, 80, 2, 396, 1909, 4, 21, 113, 1883]","[1.1933746, 4.45176, 2.5690844, 5.9467287, 1.5005196, 2.8076801, 2.7519443, 1.8270944, 4.7004805, 2.0290585, 2.229313, 2.3778827, 2.5690844, 3.8854222, 2.57346, 5.9467287, 2.7701347, 1.2280477, 1.3843317, 3.1830916, 3.1830916, 3.023547, 1.8270944, 4.568247, 5.9467287, 2.0290585, 1.8061006, 3.3072655, 5.9467287]"
9269,"[5, 9, 21, 232, 6, 86, 341, 158, 110, 4, 647, 11, 14, 5, 332, 709, 4, 10, 301, 5, 163, 11, 4, 1038, 11, 123, 2, 499]","[3.684143, 1.3843317, 1.8061006, 3.9486763, 1.1933746, 3.0482748, 4.347694, 3.6674004, 3.2430964, 3.0435877, 5.034352, 4.2341504, 1.6516291, 3.684143, 4.347694, 5.256192, 3.0435877, 1.3726887, 4.2536764, 3.684143, 3.7174158, 4.2341504, 3.0435877, 5.54257, 4.2341504, 3.3410935, 0.9135472, 4.7004805]"
9270,"[1578, 663, 93, 10, 35, 67, 2, 88, 95, 10, 2, 28, 26, 2, 106]","[5.9467287, 5.034352, 3.1830916, 2.7453773, 2.1822214, 2.8270671, 2.7406416, 3.1267605, 3.1830916, 2.7453773, 2.7406416, 2.0403085, 1.9403142, 2.7406416, 3.3072655]"
9271,"[15, 255, 3, 1131, 294, 118, 7, 2, 456, 12, 9, 219, 3, 19, 594, 30, 289, 558, 3, 2, 88, 95, 113, 70, 9, 3, 2456, 12, 11, 8, 176]","[1.6383634, 4.0892034, 4.1483693, 5.54257, 4.347694, 3.3410935, 1.2920218, 1.8270944, 4.7004805, 2.822767, 2.7686634, 3.8854222, 4.1483693, 1.8461946, 5.034352, 2.1291559, 4.1679564, 4.8533316, 4.1483693, 1.8270944, 3.1267605, 3.1830916, 3.3072655, 2.9994752, 2.7686634, 4.1483693, 5.9467287, 2.822767, 1.4113835, 1.2845422, 3.7174158]"
